time,iliacus,glut_max,glut_med,add_long,biceps_fem_lh,biceps_fem_sh,semitend,semimem,rectus_fem,vast_lat,vast_med,vast_int,gastroc_med,gastroc_lat,soleus,tib_ant,tib_post,peron_brev
0.0,0.6,0.2,0.2,0.2863330736883595,0.19021997882341618,0.15019766926599037,0.18244406994058274,0.3399632521740158,0.1277596310870874,0.2,0.2,0.2,0.280720928952364,0.307425218160461,0.2,0.6,0.398993220728454,0.26323492242019925
0.006711409395973154,0.5997777545616257,0.2002666945260491,0.2002666945260491,0.21996705295608915,0.1595501480126113,0.19534930745678414,0.31754497452529123,0.2728416649916019,0.14879530329667667,0.2002666945260491,0.2002666945260491,0.2002666945260491,0.3030792620228528,0.19535334614181954,0.2002666945260491,0.5997777545616257,0.18938212914617564,0.19690577091929018
0.013422818791946308,0.5991114133907821,0.20106630393106148,0.20106630393106148,0.278268986773079,0.2407752621970346,0.3906110588436279,0.25645649083205063,0.2978144913891141,0.16284436641887595,0.20106630393106148,0.20106630393106148,0.20106630393106148,0.26622668854613396,0.23434538277592853,0.20106630393106148,0.5991114133907821,0.2992285014918122,0.28466975770285957
0.020134228187919462,0.598002161217754,0.20239740653869523,0.20239740653869523,0.3680915966892798,0.3438230733656893,0.1957982700320025,0.2840293788821646,0.21346520316627304,0.22176398352433987,0.20239740653869523,0.20239740653869523,0.20239740653869523,0.3485882057395377,0.19434939782505278,0.20239740653869523,0.598002161217754,0.3982019737667505,0.19524093824698138
0.026845637583892617,0.596451970252425,0.20425763569708993,0.20425763569708993,0.12328687597599139,0.19666590515632976,0.2930780343371113,0.2396605786148982,0.13872687661447922,0.2054315570891838,0.20425763569708993,0.20425763569708993,0.20425763569708993,0.20089251089792914,0.2888740847244851,0.20425763569708993,0.596451970252425,0.38421676244932734,0.3622831253453651
0.03355704697986577,0.5944635966777606,0.20664368398668725,0.20664368398668725,0.2621329763427649,0.26082486391666015,0.19541463385262597,0.16687256383140575,0.25937464268941834,0.11899493961360982,0.20664368398668725,0.20664368398668725,0.20664368398668725,0.37500244166162255,0.17278243978141777,0.20664368398668725,0.5944635966777606,0.2964872856807464,0.2342857313657355
0.040268456375838924,0.5920405757494147,0.2095513091007024,0.2095513091007024,0.11735888661940841,0.25943260084548103,0.34893299648036047,0.21768790089393988,0.33912121072151924,0.2643182968957663,0.2095513091007024,0.2095513091007024,0.2095513091007024,0.2444546298669674,0.1901347188977735,0.2095513091007024,0.5920405757494147,0.2755100877543465,0.3174856695227577
0.04697986577181208,0.5891872155101745,0.21297534138779062,0.21297534138779062,0.35332121988075904,0.2107609411439443,0.3832196813204978,0.3614217559173628,0.15161145884231209,0.1447299066479582,0.21297534138779062,0.21297534138779062,0.21297534138779062,0.11699711287689057,0.36000335600474176,0.21297534138779062,0.5891872155101745,0.34091949071412164,0.3064713858018878
0.053691275167785234,0.5859085891304178,0.21690969304349872,0.21690969304349872,0.28019947490006847,0.17037650103469598,0.11038679922646527,0.22271188496963856,0.14073130719418345,0.2932579628494695,0.21690969304349872,0.21690969304349872,0.21690969304349872,0.35380901519231456,0.18235567071260778,0.21690969304349872,0.5859085891304178,0.31490411467074225,0.1424562876160523
0.060402684563758385,0.5822105258882008,0.22134736893415916,0.22134736893415916,0.22830949578625018,0.29254647869851447,0.3170513536294457,0.16877319001225216,0.334328999601048,0.30131791599562346,0.22134736893415916,0.22134736893415916,0.22134736893415916,0.10169425533459868,0.31313029590485536,0.22134736893415916,0.5822105258882008,0.17662648944674625,0.3335230150548323
0.06711409395973154,0.5780996008050147,0.2262804790339825,0.2262804790339825,0.1445523423199539,0.21010087078747966,0.1797932402872663,0.20211456430317365,0.22889222240051155,0.2958313524044448,0.2262804790339825,0.2262804790339825,0.2262804790339825,0.3898130371378966,0.31688830858582184,0.2262804790339825,0.5780996008050147,0.24375672241519683,0.22684146593786436
0.0738255033557047,0.5735831229556373,0.23170025245323522,0.23170025245323522,0.2663566998627884,0.32618403321897527,0.3358261349861381,0.1809143124556275,0.32054395435192584,0.2456995800468948,0.23170025245323522,0.23170025245323522,0.23170025245323522,0.343116454525977,0.38924910366081533,0.23170025245323522,0.5735831229556373,0.23447382794962077,0.3575899241881537
0.08053691275167785,0.5686691224728652,0.23759705303256176,0.23759705303256176,0.24418823408727414,0.17996644058029282,0.3657821579075501,0.3138960215765995,0.2866424960135212,0.3866881310083994,0.23759705303256176,0.23759705303256176,0.23759705303256176,0.33330858155710397,0.18248042308117207,0.23759705303256176,0.5686691224728652,0.34410155817355137,0.19289607942573977
0.087248322147651,0.5633663362702299,0.24396039647572404,0.24396039647572404,0.35729283648989507,0.32106566508424095,0.1647799016237531,0.37136462760245637,0.17320177977519507,0.2121935180828894,0.24396039647572404,0.24396039647572404,0.24396039647572404,0.14498650600670868,0.2770211332784155,0.24396039647572404,0.5633663362702299,0.12252919129997188,0.29479718678608524
